ESTADO;INSTRUMENTO;NO_MACROREGIONAL;REGIAO;MUNICIPIO;STATUS;FASE;ANO;DATA_PROCESSAMENTO
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;APICUM-ACU;Avaliado;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;APICUM-ACU;Avaliado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;APICUM-ACU;Aprovado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Homologado pelo Gestor Estadual;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Homologado pelo Gestor Estadual;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Em Análise no Conselho de Saúde;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Homologado pelo Gestor Estadual;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Não Iniciado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Zé Doca;ARAGUANA;Aprovado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Em Elaboração;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Em Elaboração;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Em Elaboração;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Em Análise no Conselho de Saúde;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Em Elaboração;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Chapadinha;ARAIOSES;Não Iniciado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO SUL;Barra do Corda;ARAME;Homologado pelo Gestor Estadual;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO SUL;Barra do Corda;ARAME;Homologado pelo Gestor Estadual;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO SUL;Barra do Corda;ARAME;Homologado pelo Gestor Estadual;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO SUL;Barra do Corda;ARAME;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO SUL;Barra do Corda;ARAME;Avaliado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO SUL;Barra do Corda;ARAME;Aprovado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Homologado pelo Gestor Estadual;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Homologado pelo Gestor Estadual;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Homologado pelo Gestor Estadual;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Avaliado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Itapecuru Mirim;ARARI;Aprovado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;AXIXA;Homologado pelo Gestor Estadual;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;AXIXA;Homologado pelo Gestor Estadual;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;AXIXA;Homologado pelo Gestor Estadual;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;AXIXA;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;AXIXA;Avaliado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;AXIXA;Aprovado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Bacabal;BACABAL;Homologado pelo Gestor Estadual;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Bacabal;BACABAL;Homologado pelo Gestor Estadual;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Bacabal;BACABAL;Homologado pelo Gestor Estadual;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Bacabal;BACABAL;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Bacabal;BACABAL;Avaliado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Bacabal;BACABAL;Aprovado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;BACABEIRA;Não Iniciado;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Rosário;BACABEIRA;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;BACABEIRA;Não Iniciado;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;BACABEIRA;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;BACABEIRA;Não Iniciado;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;BACABEIRA;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Rosário;BACABEIRA;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Rosário;BACABEIRA;Aprovado;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Rosário;BACABEIRA;Em Análise no Conselho de Saúde;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Pinheiro;BACURI;Homologado pelo Gestor Estadual;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Avaliado;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Avaliado;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Avaliado;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Pinheiro;BACURI;Homologado pelo Gestor Estadual;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Avaliado;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Avaliado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Avaliado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Pinheiro;BACURI;Homologado pelo Gestor Estadual;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;BACURI;Em Análise no Conselho de Saúde;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Pinheiro;BACURI;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;2021;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Em Análise no Conselho de Saúde;2018-2021;2021;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Em Análise no Conselho de Saúde;2018-2021;2021;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Pinheiro;BACURI;Avaliado;2018-2021;2021;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Pinheiro;BACURI;Aprovado;2018-2021;2021;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Viana;BACURITUBA;Homologado pelo Gestor Estadual;2018-2021;2018;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Viana;BACURITUBA;Aprovado;2018-2021;2018;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2018;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2018;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2018;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Viana;BACURITUBA;Aprovado;2018-2021;2018;2025-10-20
MA;Plano de Saúde;MACRORREGIAO NORTE;Viana;BACURITUBA;Aprovado;2018-2021;;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Viana;BACURITUBA;Retornado para Ajustes;2018-2021;2019;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Viana;BACURITUBA;Aprovado;2018-2021;2019;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2019;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2019;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2019;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Viana;BACURITUBA;Aprovado;2018-2021;2019;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Viana;BACURITUBA;Não Iniciado;2018-2021;2020;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Viana;BACURITUBA;Aprovado;2018-2021;2020;2025-10-20
MA;1º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2020;2025-10-20
MA;2º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Avaliado;2018-2021;2020;2025-10-20
MA;3º RDQA;MACRORREGIAO NORTE;Viana;BACURITUBA;Não Iniciado;2018-2021;2020;2025-10-20
MA;RAG;MACRORREGIAO NORTE;Viana;BACURITUBA;Em Elaboração;2018-2021;2020;2025-10-20
MA;Pactuação;MACRORREGIAO NORTE;Viana;BACURITUBA;Homologado pelo Gestor Estadual;2018-2021;2021;2025-10-20
MA;Programação Anual de Saúde;MACRORREGIAO NORTE;Viana;BACURITUBA;Aprovado;2018-2021;2021;2025-10-20
